id,serial,pub,class,refclass
7472325,Advances in Mathematics,2022,"['14N15', '05E10', '14M15', '14M25', '52B20']","['05-02', '05A05', '05A05', '05A19', '05A19', '05A99', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E05', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E10', '05E15', '05E15', '05E15', '05E15', '05E15', '05E15', '05E25', '11B83', '12K10', '13C40', '13F55', '13F60', '13P10', '13P10', '14-01', '14-02', '14-02', '14C15', '14C15', '14C17', '14C17', '14C25', '14C40', '14D06', '14D06', '14D06', '14E15', '14F20', '14L30', '14L35', '14L40', '14M12', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M17', '14M20', '14M25', '14M25', '14M25', '14M25', '14M25', '14M25', '14M25', '14M25', '14M25', '14M27', '14M27', '14M27', '14N10', '14N15', '14N15', '14N15', '14N15', '16G99', '16T05', '16T20', '16T20', '16W30', '16W35', '17-02', '17-02', '17-02', '17B10', '17B10', '17B10', '17B10', '17B20', '17B20', '17B20', '17B35', '17B35', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '20C08', '20C30', '20C30', '20C32', '20F36', '20G05', '20G05', '20G05', '20G05', '20G05', '20G05', '20G42', '20G44', '20G45', '22-02', '22E67', '52B05', '52B20', '52B20', '52B20', '52B45', '53D37', '53D40', '57R20', '57T15', '81R50']"
7472326,Advances in Mathematics,2022,"['53D12', '53D17', '58H15', '16E45']","['16E45', '16T15', '17A42', '17B55', '17B56', '17B99', '22-02', '22A22', '22A22', '22E65', '26E15', '28D15', '34C40', '37J99', '37J99', '37J99', '37J99', '37J99', '37J99', '46A04', '46A32', '46A63', '46B99', '46E10', '46E15', '46L05', '46M18', '47A10', '53-02', '53B05', '53C12', '53C12', '53C12', '53C12', '53C12', '53C15', '53C15', '53C15', '53C15', '53C15', '53C21', '53C40', '53C40', '53C42', '53D05', '53D05', '53D05', '53D05', '53D05', '53D05', '53D05', '53D05', '53D05', '53D05', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D50', '53D50', '53D50', '53D55', '53D55', '54Cxx', '55M25', '55R25', '57-01', '57-01', '57-01', '57-02', '57N05', '57R17', '57R30', '57R30', '57R30', '57R30', '57R30', '57R50', '57R99', '57Rxx', '58-02', '58-02', '58A05', '58A05', '58A12', '58A15', '58C15', '58C20', '58E05', '58H05', '58H05', '58H05', '58J20', '58J20', '58J20', '58J35', '58J40', '58J40', '70Sxx']"
7472327,Advances in Mathematics,2022,"['53C42', '35J60', '53C21']","['35-02', '35B45', '35G10', '35J60', '35K25', '35K55', '49K10', '51M16', '51M16', '51M25', '52A20', '52A22', '52A30', '52A38', '52A40', '52A40', '52A40', '52A40', '52A55', '53A07', '53A10', '53C21', '53C21', '53C21', '53C24', '53C40', '53C40', '53C42', '53C42', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C65', '53C65', '53E10', '53E99', '58J05']"
7472328,Advances in Mathematics,2022,"['37P40', '11S82']","['11-01', '11G05', '11G07', '11G50', '11S80', '11S82', '14-02', '14G20', '14G22', '14G40', '26E30', '28D20', '30C62', '30C62', '30D05', '30F60', '31C15', '31C45', '37-01', '37-02', '37-02', '37A99', '37C25', '37F10', '37F10', '37F15', '37F30', '37F99', '37Fxx', '37P05', '37P40', '37P50', '37Pxx', '54H20']"
7472329,Advances in Mathematics,2022,"['14M27', '14E30', '14J45', '14N05', '14E07']","['01A50', '03C20', '05E15', '13-02', '13A35', '13A50', '13B22', '13C11', '13D22', '13F20', '13L05', '14-01', '14-02', '14-02', '14-02', '14-02', '14-03', '14B05', '14C05', '14C15', '14C15', '14C17', '14C17', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C22', '14C22', '14C30', '14D20', '14D20', '14D20', '14D20', '14D22', '14D22', '14D22', '14D23', '14E05', '14E05', '14E05', '14E05', '14E05', '14E07', '14E07', '14E07', '14E08', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E99', '14E99', '14E99', '14F05', '14F05', '14F17', '14F43', '14H10', '14H10', '14H10', '14H10', '14H10', '14H10', '14H10', '14H10', '14H10', '14H10', '14H10', '14H10', '14H37', '14H60', '14J10', '14J10', '14J15', '14J25', '14J26', '14J40', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J50', '14J70', '14Jxx', '14L24', '14L24', '14L30', '14L30', '14L30', '14L30', '14L30', '14L30', '14L30', '14L30', '14L30', '14L30', '14M10', '14M12', '14M12', '14M12', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M15', '14M17', '14M17', '14M17', '14M17', '14M17', '14M17', '14M17', '14M17', '14M17', '14M17', '14M17', '14M20', '14M25', '14M25', '14M27', '14M27', '14M27', '14M27', '14N05', '14N05', '14N05', '14N05', '14N10', '14N10', '14N10', '14N10', '14N10', '14N10', '14N10', '14N10', '14N15', '14N20', '14N20', '14N35', '14N35', '14N35', '14N35', '15A21', '15A21', '15A23', '15A23', '15A86', '17B67', '20-01', '20C10', '20E36', '20F12', '20G05', '20H20', '32J05', '32J27', '32M05', '32Q15', '53D45', '55R25', '55U10', '57R20', '81T20', '81T70']"
7472330,Advances in Mathematics,2022,"['14N05', '14N15']","['13B22', '14-02', '14-02', '14B07', '14C20', '14C20', '14C30', '14D15', '14E15', '14F05', '14F17', '14H10', '14H15', '14H45', '14H55', '14H55', '14M07', '14M15', '14N05', '14N05', '14N05', '14N05', '14N05', '32J25', '57R45', '58C25']"
7472331,Advances in Mathematics,2022,"['53E10', '53A07', '35K55']","['33C55', '35A05', '35B05', '35B08', '35B45', '35B65', '35B65', '35B65', '35B65', '35B65', '35G10', '35G10', '35G10', '35G10', '35J60', '35J60', '35J65', '35J96', '35K15', '35K25', '35K25', '35K25', '35K25', '35K45', '35K55', '35K55', '35K55', '35K55', '35K55', '35R35', '37A99', '52-02', '52A15', '52A15', '52A20', '52A22', '52A39', '52A40', '52A40', '53A04', '53A04', '53A05', '53A05', '53A05', '53A05', '53A05', '53A05', '53A07', '53A07', '53A07', '53A15', '53A15', '53A15', '53A15', '53C20', '53C21', '53C40', '53C40', '53C40', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C45', '53C65', '53E10', '53E99', '54C70', '58D25', '58J35', '58J35', '58J35']"
7472332,Advances in Mathematics,2022,"['14Hxx', '14G22', '32Gxx']","['11G20', '12J10', '14-02', '14C20', '14G20', '14G22', '14G22', '14G22', '14H10', '14H10', '14H10', '14H15', '14H15', '14T05', '32-02', '32B05', '32G15', '32G15', '32G15', '32P05', '32P05', '32P05', '32Q15', '37D40', '37D50', '37F99', '46S10']"
7472333,Advances in Mathematics,2022,"['55P10', '55P62', '55R80']","['11-01', '11G05', '11G07', '11G20', '11G50', '13-02', '13D07', '14C30', '14D20', '14D20', '14D22', '14D22', '14E05', '14E05', '14E05', '14E08', '14F20', '14F20', '14F20', '14F35', '14F99', '14G17', '14H30', '14H30', '14H55', '14J70', '14L24', '14L24', '14L24', '14L30', '14L30', '14L30', '14M15', '14N10', '14N20', '14N20', '14N20', '14R10', '18F25', '19-02', '19F27', '19Jxx', '20C30', '20G15', '20J06', '30-01', '30C10', '30D05', '30D05', '30F99', '32G13', '32H02', '32S22', '32S35', '32S70', '37-01', '37-01', '37C25', '37C25', '37F10', '37F10', '37F99', '37K20', '37P45', '37P45', '37P45', '52C35', '54B15', '55-01', '55-02', '55N25', '55N99', '55Nxx', '55P10', '55P15', '55P20', '55P35', '55P35', '55P35', '55P40', '55P42', '55P60', '55P62', '55P62', '55P99', '55Pxx', '55Q40', '55Q52', '55Qxx', '55R05', '55R12', '55R20', '55R40', '55R80', '55R80', '55R80', '55R91', '55S20', '55S99', '55T99', '55T99', '57-02', '57M05', '57N65', '57Q10', '57Q12', '57Q91', '57R35', '57R67', '57R91', '57S15', '57S17', '58A14', '58B05', '58D15', '58D15', '58D15', '58D27']"
7483891,Advances in Mathematics,2022,"['58H05', '58H15', '22A22', '57Rxx']","['16S30', '17B35', '17B56', '18B40', '18B40', '18F25', '18F25', '18F25', '19K35', '19K35', '19K56', '19K56', '19K56', '20L05', '20L05', '20L05', '22A22', '22A22', '22A22', '22A22', '22A22', '22A22', '22D25', '22E60', '22E65', '35L45', '35S35', '37C85', '46-02', '46-02', '46F10', '46H25', '46L05', '46L05', '46L05', '46L30', '46L40', '46L51', '46L51', '46L53', '46L54', '46L55', '46L55', '46L80', '46L80', '46L80', '46M05', '46M20', '46M20', '47B10', '47D03', '53-02', '53C05', '53C15', '53C80', '54H15', '55N35', '55R15', '57R20', '57R30', '57R30', '57R30', '57R45', '57R45', '57R70', '58-02', '58-02', '58-02', '58Axx', '58B34', '58B34', '58C15', '58C20', '58C25', '58E05', '58E05', '58E05', '58H05', '58H05', '58H05', '58H05', '58H05', '58J10', '58J20', '58J20', '58J20', '58J22', '58J35', '58J40', '58J40', '58J40', '58J42', '58J42', '58J65', '58J99', '58K05']"
7483892,Advances in Mathematics,2022,"['20F55', '20F10', '17B22']","['05-01', '05E15', '05E15', '05E15', '06-01', '06B23', '17B20', '17B20', '17B22', '17B22', '17B22', '20-02', '20-02', '20E42', '20F05', '20F05', '20F05', '20F05', '20F10', '20F10', '20F10', '20F10', '20F34', '20F55', '20F55', '20F55', '20F55', '20F55', '20F55', '20F55', '20F55', '20F55', '20F65', '20F65', '20F65', '20G05', '20G05', '20G15', '20G15', '20H15', '20H15', '20H15', '20M05', '20M05', '20M35', '51-02', '51E24', '51F15', '53C22', '57M05', '57N65', '57S30', '68Q45', '68Q45', '68Q45', '68Q70', '68R15', '68W30']"
7483893,Advances in Mathematics,2022,"['46E35', '42B37', '33C05', '43A85']","['00A22', '05A15', '11-01', '11F03', '11F67', '11F70', '11M35', '14M17', '22E25', '22E30', '22E30', '22E30', '22E30', '22E30', '22E30', '22E46', '26A33', '26D10', '26D10', '26D10', '26D10', '26D10', '26D10', '26D10', '26D10', '26D10', '26D15', '26D15', '26D15', '26D99', '28A75', '30F40', '32M15', '33-00', '33-01', '33C45', '33C55', '33C80', '35-02', '35A08', '35A15', '35A15', '35A15', '35A23', '35A23', '35A23', '35A30', '35B05', '35B09', '35B65', '35J10', '35J20', '35J20', '35J20', '35J20', '35J20', '35J20', '35J25', '35J35', '35J60', '35J60', '35J61', '35J65', '35J65', '35J70', '35J91', '35J91', '35K05', '35K05', '35K05', '35L05', '35P05', '35P10', '35Q76', '35Q76', '35R03', '40-00', '42A05', '42A85', '42B10', '42B10', '42B10', '42B10', '42B15', '42B25', '42B35', '42B35', '42B35', '42B37', '42C10', '43-01', '43-02', '43A15', '43A20', '43A22', '43A22', '43A30', '43A35', '43A80', '43A85', '43A85', '43A85', '43A85', '43A85', '43A85', '43A85', '43A85', '43A90', '43A90', '44A12', '46-02', '46E30', '46E30', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '46E35', '47F05', '49J10', '49Q15', '49Q20', '49Q20', '52A40', '53-02', '53A30', '53A30', '53A30', '53A30', '53A30', '53A30', '53A55', '53A55', '53B20', '53C20', '53C21', '53C21', '53C21', '53C30', '53C35', '53C35', '53C35', '53C42', '53C50', '53C65', '53C65', '58-02', '58-02', '58B20', '58C40', '58E20', '58J05', '58J05', '58J05', '58J10', '58J35', '58J35', '58J52', '58J60', '58J60', '58J60', '58J70', '58J70', '58J70', '60J60', '60J65', '65-00', '65A05']"
7483894,Advances in Mathematics,2022,"['37-XX', '54F65', '54F15', '57R30', '37F10']","['28D99', '30-02', '30C20', '30C85', '30D05', '30D05', '30D05', '30D05', '30D20', '30D20', '37B99', '37C15', '37E05', '37E10', '37E10', '37E20', '37E45', '37F10', '37F10', '37F10', '37F10', '37F10', '37F25', '37F25', '37F25', '37F25', '37F35', '37F45', '37F45', '37F50', '37F50', '37F50', '37F50', '37F50', '37G99', '37G99', '54-01', '54-02', '54-XX', '54B20', '54F15', '54F15', '54F15', '54F15', '54F15', '54F50', '54F65', '54H20', '55-01', '58D05']"
7483895,Advances in Mathematics,2022,"['11F67', '11G40', '11G35']","['11', '11-02', '11E45', '11F03', '11F11', '11F11', '11F11', '11F11', '11F12', '11F25', '11F30', '11F33', '11F33', '11F33', '11F33', '11F33', '11F33', '11F33', '11F37', '11F41', '11F66', '11F66', '11F66', '11F67', '11F67', '11F67', '11F67', '11F67', '11F67', '11F67', '11F67', '11F67', '11F67', '11F70', '11F70', '11F80', '11F80', '11F80', '11F80', '11F80', '11F80', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11F85', '11G05', '11G05', '11G05', '11G05', '11G05', '11G05', '11G05', '11G05', '11G05', '11G05', '11G07', '11G09', '11G15', '11G15', '11G15', '11G15', '11G16', '11G18', '11G18', '11G18', '11G18', '11G25', '11G25', '11G35', '11G35', '11G35', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G40', '11G50', '11R11', '11R23', '11R23', '11R23', '11R23', '11R23', '11R23', '11R23', '11R23', '11R23', '11R23', '11R23', '11R23', '11R33', '11R34', '11R34', '11R34', '11R42', '11R42', '11S20', '11S25', '11S25', '11S25', '11S25', '11S25', '11S31', '11S40', '11S40', '11S80', '12G05', '12H25', '14-02', '14A20', '14A20', '14C05', '14C15', '14F30', '14F30', '14F30', '14F30', '14F30', '14F30', '14G05', '14G10', '14G10', '14G10', '14G10', '14G10', '14G10', '14G10', '14G10', '14G10', '14G10', '14G20', '14G20', '14G20', '14G20', '14G20', '14G20', '14G25', '14G35', '14G35', '14G35', '14G35', '14H25', '14H52', '14H52', '14K15', '14K22', '14K22', '14L05', '19F27', '22E41', '68']"
7483896,Advances in Mathematics,2022,"['18Gxx', '18Exx', '18Axx']","['05E10', '16D90', '16D90', '18-01', '18-02', '18-02', '18-02', '18A05', '18A25', '18A25', '18A25', '18A25', '18A25', '18A32', '18A32', '18A32', '18B25', '18D10', '18D20', '18D20', '18E05', '18E05', '18E05', '18E10', '18E25', '18E25', '18E30', '18F20', '18G30', '18G30', '18G30', '18G30', '18G30', '18G30', '18G35', '18G35', '18G35', '18G40', '18G55', '18G55', '18M05', '18M15', '18N40', '18N60', '18N65', '19D23', '20C30', '20C30', '20C30', '20G10', '20J06', '55N20', '55N25', '55P35', '55P43', '55P47', '55P48', '55R35', '55U10', '55U35']"
7483897,Advances in Mathematics,2022,"['22Exx', '11Fxx', '11Rxx']","['11-02', '11-02', '11F12', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F37', '11F46', '11F55', '11F66', '11F66', '11F67', '11F67', '11F67', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F70', '11F72', '11F75', '11F85', '11R37', '11R39', '11R39', '11R39', '11R42', '11S25', '11S37', '20G05', '20G05', '20G05', '20G05', '20G20', '20G25', '22-02', '22-02', '22-02', '22D10', '22D12', '22E30', '22E30', '22E35', '22E35', '22E45', '22E45', '22E45', '22E45', '22E45', '22E45', '22E45', '22E45', '22E45', '22E46', '22E46', '22E46', '22E46', '22E46', '22E46', '22E46', '22E46', '22E47', '22E47', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E50', '22E55', '22E55', '22E55', '22E55', '22E55', '22E55', '32M15', '43-02', '43A32', '43A65', '43A85', '43A85', '46F05', '53C35', '57T10', '58C40']"
7483898,Advances in Mathematics,2022,"['81T99', '34M60']","['05A16', '05A17', '11B68', '11B68', '11M06', '11P81', '13D03', '13F60', '13F60', '13F60', '13F60', '14C17', '14D05', '14D07', '14D20', '14D21', '14D21', '14D21', '14D21', '14F05', '14F05', '14F08', '14F08', '14F08', '14F08', '14F45', '14H10', '14H10', '14H15', '14H15', '14H45', '14H60', '14H70', '14H70', '14H70', '14H70', '14H81', '14H81', '14H81', '14H81', '14J32', '14J32', '14J32', '14J33', '14J33', '14J33', '14J80', '14J81', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14N35', '14T05', '15B52', '15B52', '15B57', '16G20', '16G20', '16G20', '16G20', '16G70', '16T20', '18E30', '18E30', '18G80', '20C15', '20C35', '28A99', '30-01', '30-02', '30C10', '30D30', '30E15', '30E20', '30E99', '30F10', '30F15', '30F30', '30F30', '30F60', '30F99', '30F99', '30F99', '30Fxx', '32G15', '32G15', '32G15', '32G15', '32G20', '32G81', '32G81', '32Q26', '33B15', '33C05', '33C10', '33C15', '33C15', '33C45', '33C45', '33C45', '33C45', '33C60', '33C70', '33E17', '34B30', '34E05', '34E20', '34E20', '34E20', '34E20', '34E20', '34E20', '34E20', '34M03', '34M25', '34M35', '34M40', '34M40', '34M40', '34M40', '34M55', '34M55', '34M55', '34M55', '34M56', '34M56', '34M56', '34M56', '34M60', '34M60', '34M60', '34M60', '34M60', '34M60', '34M60', '34M60', '34M60', '34M60', '34M60', '35Q15', '35Q53', '35Q53', '35Q53', '35Q55', '35Q99', '37J35', '37J35', '37K10', '37K10', '37K10', '37K10', '37K10', '37K15', '37K30', '37K30', '37N99', '42C05', '45Q05', '46S60', '47A25', '52C07', '53C26', '53C28', '53C80', '53D05', '53D45', '53D45', '53D45', '53D50', '53D50', '53D55', '57M50', '57R57', '58B34', '58J05', '81', '81Q05', '81Q05', '81Q15', '81Q20', '81Q20', '81Q20', '81Q20', '81Q20', '81Q20', '81Q20', '81Q20', '81Q20', '81Q20', '81Q30', '81Q60', '81Q70', '81R05', '81R10', '81R10', '81R12', '81R12', '81R12', '81R12', '81R12', '81R60', '81S10', '81T10', '81T10', '81T13', '81T13', '81T13', '81T13', '81T13', '81T20', '81T20', '81T30', '81T30', '81T30', '81T30', '81T30', '81T30', '81T30', '81T40', '81T40', '81T40', '81T40', '81T40', '81T45', '81T45', '81T45', '81T45', '81T45', '81T60', '81T60', '81T60', '81T60', '81T60', '81T60', '81T60', '81T60', '81T60', '81T70', '81T70', '81T70', '82B05', '82B30', '83', '83C45', '83E30', '83E30', '83E30']"
7483899,Advances in Mathematics,2022,"['53E20', '52C15', '52B70', '53A70']","['01A75', '05E45', '11D09', '11E16', '11E20', '11F03', '11H31', '11L05', '22E40', '32Q20', '35B40', '35K05', '35K05', '35K55', '35Q75', '35R02', '39A12', '51M05', '51M10', '51M10', '51M20', '52B05', '52B10', '52B70', '52B70', '52B70', '52B70', '52B70', '52B70', '52C17', '52C17', '52C17', '52C17', '52C17', '52C17', '52C17', '52C25', '52C25', '52C25', '52C25', '52C25', '52C26', '52C26', '52C26', '52C26', '52C26', '52C26', '52C26', '52C26', '52C26', '52C26', '52C26', '52C26', '52C45', '52C45', '53-03', '53A70', '53A70', '53C15', '53C18', '53C20', '53C21', '53C21', '53C21', '53C24', '53C25', '53C25', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C55', '53E20', '53E20', '53E20', '53Z05', '55-03', '57-03', '57M15', '57M50', '57M50', '57N10', '57N10', '57Q15', '57Q15', '57Q15', '57Q99', '57R05', '58D17', '58E30', '58J35', '83C05', '83C10', '83C27', '83C27', '83C27', '83C27', '83C27', '83D05', '83E05', '83E15']"
7483900,Advances in Mathematics,2022,"['14Hxx', '14Cxx', '05Cxx']","['05-01', '05A19', '05C12', '05C25', '05C25', '05C25', '05C38', '05C38', '05C38', '05C99', '05E05', '05E05', '05E10', '05E10', '05E15', '05E45', '12J25', '14-02', '14-02', '14C17', '14C20', '14C20', '14C20', '14C20', '14C20', '14C22', '14C22', '14C30', '14C40', '14E15', '14H10', '14H10', '14H10', '14H10', '14H25', '14H40', '14H40', '14H40', '14H42', '14H45', '14H45', '14H45', '14H51', '14H51', '14H51', '14H51', '14H51', '14H51', '14H52', '14H55', '14H55', '14H55', '14Hxx', '14J28', '14K12', '14K25', '14M12', '14M15', '14M17', '14M99', '14N10', '14N10', '14N15', '14P99', '14T05', '14T05', '14T05', '14T05', '14T05', '14T99', '14Txx', '20F55', '20G44', '32J25', '32P05', '33D52', '52A41', '55R25', '57R20', '68R15']"
7483901,Advances in Mathematics,2022,"['14Fxx', '17Bxx', '20Gxx']","['05A15', '05A15', '05A16', '05B15', '05B35', '05E05', '05E10', '05E45', '06A07', '06A11', '11-02', '11F22', '11F70', '11F72', '11G20', '14-02', '14-02', '14-02', '14C17', '14C25', '14C30', '14Cxx', '14E05', '14E05', '14E05', '14E05', '14E30', '14E30', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F08', '14F08', '14F08', '14F10', '14F40', '14F42', '14F43', '14F43', '14G15', '14H10', '14J33', '14L24', '14M15', '14N15', '14N15', '16G20', '16G30', '16T05', '16T05', '16T05', '16T20', '16T20', '16W35', '16W50', '17-01', '17-02', '17B10', '17B20', '17B35', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B50', '18-02', '18-02', '18B10', '18D10', '18D10', '18D20', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18F20', '18F20', '18F20', '18G99', '18N10', '18N10', '19-02', '19D10', '19E15', '20-01', '20-02', '20-02', '20D05', '20E42', '20F36', '20G05', '20G05', '20G05', '20G05', '20G15', '20G15', '20G20', '20G25', '20G40', '20G40', '20G40', '20H15', '20J05', '22-01', '22E35', '22E46', '22E46', '22E50', '22E60', '32L05', '32S60', '51E24', '52B70', '52B99', '52C35', '52C35', '53D37', '55-02', '55M05', '55N33', '55N35', '55U05', '55U10', '55U15', '55U35', '57N80', '57P10', '57Q05', '57Q99', '60C05', '60G50', '60J10', '62H17', '62H17', '65C05', '81-02', '81R50', '81R50']"
